STT,Mã danh mục,Danh mục,ID Danh mục,URL Danh mục,Mã sản phẩm,Sản phẩm,ID Sản phẩm,URL Sản phẩm,Số lượng file,Danh sách file (Tên),Files metadata (JSON)
239,DM008,Curcumin,1m00NxwoV_QRycrlY0HmOYoTRtLjKK8sh,https://drive.google.com/drive/folders/1m00NxwoV_QRycrlY0HmOYoTRtLjKK8sh,SP0239,Curcumin 95% - Ấn Độ (Ambe),1MTB1Q-4hkgUru-4N1xLERnaVoHp11V2e,https://drive.google.com/drive/folders/1MTB1Q-4hkgUru-4N1xLERnaVoHp11V2e,3,"Mô tả, Specs - Turmeric Extract Curcuminoids 95% .pdf, Specs - Curcumin 95% .pdf","[
  {
    ""id"": ""1GL0-rxJdzT5zVKPi1n0qtXtR6o2t82odF6Y--mR82qA"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1GL0-rxJdzT5zVKPi1n0qtXtR6o2t82odF6Y--mR82qA/view"",
    ""type"": ""google-document"",
    ""size"": ""1355"",
    ""size_formatted"": ""1.3 KB"",
    ""modified"": ""2024-06-18T10:10:12.095Z""
  },
  {
    ""id"": ""16y4bQM5T5kdo4Od5W5C-lNScGPKVB1EE"",
    ""name"": ""Specs - Turmeric Extract Curcuminoids 95% .pdf"",
    ""url"": ""https://drive.google.com/file/d/16y4bQM5T5kdo4Od5W5C-lNScGPKVB1EE/view"",
    ""type"": ""application/pdf"",
    ""size"": ""309227"",
    ""size_formatted"": ""302.0 KB"",
    ""modified"": ""2024-06-18T10:10:02.000Z""
  },
  {
    ""id"": ""1b8AMK2EDzV1qftaqWLpvAd3ynQxltWea"",
    ""name"": ""Specs - Curcumin 95% .pdf"",
    ""url"": ""https://drive.google.com/file/d/1b8AMK2EDzV1qftaqWLpvAd3ynQxltWea/view"",
    ""type"": ""application/pdf"",
    ""size"": ""296604"",
    ""size_formatted"": ""289.7 KB"",
    ""modified"": ""2024-06-18T10:10:01.000Z""
  }
]"
240,DM008,Curcumin,1m00NxwoV_QRycrlY0HmOYoTRtLjKK8sh,https://drive.google.com/drive/folders/1m00NxwoV_QRycrlY0HmOYoTRtLjKK8sh,SP0240,Curcumin 95% (total curcuminoids by HPLC) as per USP 3 peak - Xuất xứ: Ấn Độ (Konak),1oo_iK-SOzrRZpdjzC7w-HCkmWzyn9mQL,https://drive.google.com/drive/folders/1oo_iK-SOzrRZpdjzC7w-HCkmWzyn9mQL,4,"Mô tả, Specification of curcumin 95% USP - Konark.pdf, COA Curcumin 95%.pdf, MOA of Curcuminoids by HPLC revised.pdf","[
  {
    ""id"": ""1LUuJwhPjs_47WZrGxpWd8ZWwpinYmMF5t4dojpMGkTU"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1LUuJwhPjs_47WZrGxpWd8ZWwpinYmMF5t4dojpMGkTU/view"",
    ""type"": ""google-document"",
    ""size"": ""3131"",
    ""size_formatted"": ""3.1 KB"",
    ""modified"": ""2024-06-18T10:09:04.912Z""
  },
  {
    ""id"": ""1jg8ok8zCVqXoQKQ-nDd0g_0kkanGf-TI"",
    ""name"": ""Specification of curcumin 95% USP - Konark.pdf"",
    ""url"": ""https://drive.google.com/file/d/1jg8ok8zCVqXoQKQ-nDd0g_0kkanGf-TI/view"",
    ""type"": ""application/pdf"",
    ""size"": ""66919"",
    ""size_formatted"": ""65.4 KB"",
    ""modified"": ""2024-06-18T10:08:17.000Z""
  },
  {
    ""id"": ""1LGoBgqzVeoC6G8DKtw4Rhumdt35udBcK"",
    ""name"": ""COA Curcumin 95%.pdf"",
    ""url"": ""https://drive.google.com/file/d/1LGoBgqzVeoC6G8DKtw4Rhumdt35udBcK/view"",
    ""type"": ""application/pdf"",
    ""size"": ""1245279"",
    ""size_formatted"": ""1.2 MB"",
    ""modified"": ""2024-06-18T10:08:09.000Z""
  },
  {
    ""id"": ""105cjotGkYaeA6yzo4UW05gZqs1T_mDUc"",
    ""name"": ""MOA of Curcuminoids by HPLC revised.pdf"",
    ""url"": ""https://drive.google.com/file/d/105cjotGkYaeA6yzo4UW05gZqs1T_mDUc/view"",
    ""type"": ""application/pdf"",
    ""size"": ""1323788"",
    ""size_formatted"": ""1.3 MB"",
    ""modified"": ""2024-06-18T10:08:08.000Z""
  }
]"
241,DM008,Curcumin,1m00NxwoV_QRycrlY0HmOYoTRtLjKK8sh,https://drive.google.com/drive/folders/1m00NxwoV_QRycrlY0HmOYoTRtLjKK8sh,SP0241,Nano Curcumin 5% powder - India (Konak),1SGJbNTqVe218aE_0Ejt9dRNNKWuWFwEN,https://drive.google.com/drive/folders/1SGJbNTqVe218aE_0Ejt9dRNNKWuWFwEN,3,"Mô tả, Specification of Nano Curcumin 20%.pdf, Referance COA of Nano Curcumin 5%.pdf","[
  {
    ""id"": ""1uLTcth09M1R7Ul3egA0hWrC25FhP0GUTEWrub8jLyZA"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1uLTcth09M1R7Ul3egA0hWrC25FhP0GUTEWrub8jLyZA/view"",
    ""type"": ""google-document"",
    ""size"": ""1632"",
    ""size_formatted"": ""1.6 KB"",
    ""modified"": ""2024-06-18T10:07:18.336Z""
  },
  {
    ""id"": ""1VcmVtdLb5UZV_8SddhLuYsHr03T2cjQC"",
    ""name"": ""Specification of Nano Curcumin 20%.pdf"",
    ""url"": ""https://drive.google.com/file/d/1VcmVtdLb5UZV_8SddhLuYsHr03T2cjQC/view"",
    ""type"": ""application/pdf"",
    ""size"": ""74050"",
    ""size_formatted"": ""72.3 KB"",
    ""modified"": ""2024-06-18T10:07:08.000Z""
  },
  {
    ""id"": ""16XnWU7Bqg2JjSL-iEGNNsoqcQt9-TyX_"",
    ""name"": ""Referance COA of Nano Curcumin 5%.pdf"",
    ""url"": ""https://drive.google.com/file/d/16XnWU7Bqg2JjSL-iEGNNsoqcQt9-TyX_/view"",
    ""type"": ""application/pdf"",
    ""size"": ""151083"",
    ""size_formatted"": ""147.5 KB"",
    ""modified"": ""2024-06-18T10:07:04.000Z""
  }
]"
242,DM008,Curcumin,1m00NxwoV_QRycrlY0HmOYoTRtLjKK8sh,https://drive.google.com/drive/folders/1m00NxwoV_QRycrlY0HmOYoTRtLjKK8sh,SP0242,Nano Curcumin 10% powder - India (Konak),1UFeT11KG9Yb6VbWRSUUa6YiY5vKwPqOh,https://drive.google.com/drive/folders/1UFeT11KG9Yb6VbWRSUUa6YiY5vKwPqOh,2,"Mô tả, Referance COA of Nano Curcumin 10%.pdf","[
  {
    ""id"": ""1Y7MGhiL-pw4qCc2fPOvtrIj9t7hF2oB673twiuKuP90"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1Y7MGhiL-pw4qCc2fPOvtrIj9t7hF2oB673twiuKuP90/view"",
    ""type"": ""google-document"",
    ""size"": ""1673"",
    ""size_formatted"": ""1.6 KB"",
    ""modified"": ""2024-06-18T10:06:20.125Z""
  },
  {
    ""id"": ""1LQictsisYLuA-TMailthJiCdqo28RMDZ"",
    ""name"": ""Referance COA of Nano Curcumin 10%.pdf"",
    ""url"": ""https://drive.google.com/file/d/1LQictsisYLuA-TMailthJiCdqo28RMDZ/view"",
    ""type"": ""application/pdf"",
    ""size"": ""73455"",
    ""size_formatted"": ""71.7 KB"",
    ""modified"": ""2024-06-18T10:06:07.000Z""
  }
]"
243,DM008,Curcumin,1m00NxwoV_QRycrlY0HmOYoTRtLjKK8sh,https://drive.google.com/drive/folders/1m00NxwoV_QRycrlY0HmOYoTRtLjKK8sh,SP0243,Nano Curcumin 20% powder - India (Konak),1RsAX6vM7TFLD8r5eJqtQhtdnCx115iaB,https://drive.google.com/drive/folders/1RsAX6vM7TFLD8r5eJqtQhtdnCx115iaB,3,"Mô tả, Referance Coa of Nano Curcumin 20% powder.pdf, Spec - Nanocurcumin 20 % (3 pick).pdf","[
  {
    ""id"": ""1DfJiN7N8Yulcpt5T2eGaSfLeZGR50_2Vy6GiKU00T1s"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1DfJiN7N8Yulcpt5T2eGaSfLeZGR50_2Vy6GiKU00T1s/view"",
    ""type"": ""google-document"",
    ""size"": ""3063"",
    ""size_formatted"": ""3.0 KB"",
    ""modified"": ""2024-06-18T10:05:27.291Z""
  },
  {
    ""id"": ""1stQ1QvaooiB13wKxJap2ts1CNa0xUVC-"",
    ""name"": ""Referance Coa of Nano Curcumin 20% powder.pdf"",
    ""url"": ""https://drive.google.com/file/d/1stQ1QvaooiB13wKxJap2ts1CNa0xUVC-/view"",
    ""type"": ""application/pdf"",
    ""size"": ""69246"",
    ""size_formatted"": ""67.6 KB"",
    ""modified"": ""2024-06-18T10:04:59.000Z""
  },
  {
    ""id"": ""1ot7TWnMyyPoY-ct2gPvhPVIdzLpQskwM"",
    ""name"": ""Spec - Nanocurcumin 20 % (3 pick).pdf"",
    ""url"": ""https://drive.google.com/file/d/1ot7TWnMyyPoY-ct2gPvhPVIdzLpQskwM/view"",
    ""type"": ""application/pdf"",
    ""size"": ""102065"",
    ""size_formatted"": ""99.7 KB"",
    ""modified"": ""2024-06-18T10:04:58.000Z""
  }
]"
244,DM008,Curcumin,1m00NxwoV_QRycrlY0HmOYoTRtLjKK8sh,https://drive.google.com/drive/folders/1m00NxwoV_QRycrlY0HmOYoTRtLjKK8sh,SP0244,NANO CURCUMIN LIQUID 10% - Ấn Độ (Herboil chem),1-tLwgIvTqYiGiAAR2pBGtI9yrpBqvM1F,https://drive.google.com/drive/folders/1-tLwgIvTqYiGiAAR2pBGtI9yrpBqvM1F,3,"Mô tả, COA -Nano Curcumin Liquid 10%.pdf, image.png","[
  {
    ""id"": ""1W3NK2CH2t1OvdL413NYPY7KzyAOKLNR1grpp9hLh6D8"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1W3NK2CH2t1OvdL413NYPY7KzyAOKLNR1grpp9hLh6D8/view"",
    ""type"": ""google-document"",
    ""size"": ""1024"",
    ""size_formatted"": ""1.0 KB"",
    ""modified"": ""2024-06-18T10:03:38.745Z""
  },
  {
    ""id"": ""1Cs5lmsLOur6-FWIp1coGo0Iu2Q2c0Krg"",
    ""name"": ""COA -Nano Curcumin Liquid 10%.pdf"",
    ""url"": ""https://drive.google.com/file/d/1Cs5lmsLOur6-FWIp1coGo0Iu2Q2c0Krg/view"",
    ""type"": ""application/pdf"",
    ""size"": ""155542"",
    ""size_formatted"": ""151.9 KB"",
    ""modified"": ""2024-06-18T10:03:26.000Z""
  },
  {
    ""id"": ""1a1d_lnw0668d5c1JyK64MeSZk1kc1w0B"",
    ""name"": ""image.png"",
    ""url"": ""https://drive.google.com/file/d/1a1d_lnw0668d5c1JyK64MeSZk1kc1w0B/view"",
    ""type"": ""image/png"",
    ""size"": ""503276"",
    ""size_formatted"": ""491.5 KB"",
    ""modified"": ""2024-06-18T10:03:25.000Z""
  }
]"
245,DM008,Curcumin,1m00NxwoV_QRycrlY0HmOYoTRtLjKK8sh,https://drive.google.com/drive/folders/1m00NxwoV_QRycrlY0HmOYoTRtLjKK8sh,SP0245,Nano Curcumin Liquid 20% - Ambe - India,1Tx-xGbxIf-UrLEt0kOsW9vGdEIDRxZO4,https://drive.google.com/drive/folders/1Tx-xGbxIf-UrLEt0kOsW9vGdEIDRxZO4,4,"Nano Curcumin Liquid 20%.pdf, MSDS - Nano Curcumin Liquid.pdf, COA Nano Curcumin Liquid.pdf, Mô tả","[
  {
    ""id"": ""1E6nwoomQN-Zl76QI0mSIpmWL96Tj-zWe"",
    ""name"": ""Nano Curcumin Liquid 20%.pdf"",
    ""url"": ""https://drive.google.com/file/d/1E6nwoomQN-Zl76QI0mSIpmWL96Tj-zWe/view"",
    ""type"": ""application/pdf"",
    ""size"": ""227189"",
    ""size_formatted"": ""221.9 KB"",
    ""modified"": ""2024-06-18T10:02:42.000Z""
  },
  {
    ""id"": ""1UydhhrPAtaZmQhMwOaqOxsFNP6aA_Loj"",
    ""name"": ""MSDS - Nano Curcumin Liquid.pdf"",
    ""url"": ""https://drive.google.com/file/d/1UydhhrPAtaZmQhMwOaqOxsFNP6aA_Loj/view"",
    ""type"": ""application/pdf"",
    ""size"": ""167762"",
    ""size_formatted"": ""163.8 KB"",
    ""modified"": ""2024-06-18T10:02:42.000Z""
  },
  {
    ""id"": ""1hJnw5ahQ4pIeY-pbvrR_19JvIxi59K71"",
    ""name"": ""COA Nano Curcumin Liquid.pdf"",
    ""url"": ""https://drive.google.com/file/d/1hJnw5ahQ4pIeY-pbvrR_19JvIxi59K71/view"",
    ""type"": ""application/pdf"",
    ""size"": ""129277"",
    ""size_formatted"": ""126.2 KB"",
    ""modified"": ""2024-06-18T10:02:41.000Z""
  },
  {
    ""id"": ""15JamPfw0clXazd_kPmb2Nxqr1X2n9T5FAkGVrf7IkY8"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/15JamPfw0clXazd_kPmb2Nxqr1X2n9T5FAkGVrf7IkY8/view"",
    ""type"": ""google-document"",
    ""size"": ""3356"",
    ""size_formatted"": ""3.3 KB"",
    ""modified"": ""2024-06-18T10:02:26.687Z""
  }
]"
246,DM008,Curcumin,1m00NxwoV_QRycrlY0HmOYoTRtLjKK8sh,https://drive.google.com/drive/folders/1m00NxwoV_QRycrlY0HmOYoTRtLjKK8sh,SP0246,NatuComplex®5 (Nano Phytosome Curcumine 5%) - Vietnam,1wXuQVhX5ptoGJKRabqUf2IHyKwNroFFL,https://drive.google.com/drive/folders/1wXuQVhX5ptoGJKRabqUf2IHyKwNroFFL,6,"PKN NatuComplex 5 - chỉ tiêu an toàn.pdf, PKN ĐỊNH LƯỢNG NATUCOMPLEX 5, Kích thước hạt Lần 2 Nano Phytosome Curcumin 5%-int  .pdf, MSDS Natucomplex 5.docx, NATUCOMPLEX leaflet.pdf, Mô tả","[
  {
    ""id"": ""1YivT_lbGfWN8ghniaN-PFXcSfYJQV4z8"",
    ""name"": ""PKN NatuComplex 5 - chỉ tiêu an toàn.pdf"",
    ""url"": ""https://drive.google.com/file/d/1YivT_lbGfWN8ghniaN-PFXcSfYJQV4z8/view"",
    ""type"": ""application/pdf"",
    ""size"": ""216767"",
    ""size_formatted"": ""211.7 KB"",
    ""modified"": ""2024-06-18T10:00:32.000Z""
  },
  {
    ""id"": ""1kkvwDcjYSCzGcfk6sikY23fwpCSmOu5t"",
    ""name"": ""PKN ĐỊNH LƯỢNG NATUCOMPLEX 5"",
    ""url"": ""https://drive.google.com/file/d/1kkvwDcjYSCzGcfk6sikY23fwpCSmOu5t/view"",
    ""type"": ""application/pdf"",
    ""size"": ""314140"",
    ""size_formatted"": ""306.8 KB"",
    ""modified"": ""2024-06-18T10:00:31.000Z""
  },
  {
    ""id"": ""1PO3P8s64qZbbwyOD5n6tMLM9A5ttTw3S"",
    ""name"": ""Kích thước hạt Lần 2 Nano Phytosome Curcumin 5%-int  .pdf"",
    ""url"": ""https://drive.google.com/file/d/1PO3P8s64qZbbwyOD5n6tMLM9A5ttTw3S/view"",
    ""type"": ""application/pdf"",
    ""size"": ""63778"",
    ""size_formatted"": ""62.3 KB"",
    ""modified"": ""2024-06-18T10:00:22.000Z""
  },
  {
    ""id"": ""10tc-K8tr18cic9ig7nfMl8hVt90yJjkK"",
    ""name"": ""MSDS Natucomplex 5.docx"",
    ""url"": ""https://drive.google.com/file/d/10tc-K8tr18cic9ig7nfMl8hVt90yJjkK/view"",
    ""type"": ""application/vnd.openxmlformats-officedocument.wordprocessingml.document"",
    ""size"": ""72045"",
    ""size_formatted"": ""70.4 KB"",
    ""modified"": ""2024-06-18T10:00:22.000Z""
  },
  {
    ""id"": ""1f97o27P6OMxaK7okhWnj4VfzeJxoFzF0"",
    ""name"": ""NATUCOMPLEX leaflet.pdf"",
    ""url"": ""https://drive.google.com/file/d/1f97o27P6OMxaK7okhWnj4VfzeJxoFzF0/view"",
    ""type"": ""application/pdf"",
    ""size"": ""636129"",
    ""size_formatted"": ""621.2 KB"",
    ""modified"": ""2024-06-18T10:00:00.000Z""
  },
  {
    ""id"": ""1II9dTeTkA-sDSfeBbHk1yaUsseb40KQ4fg9D0cxxCzQ"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1II9dTeTkA-sDSfeBbHk1yaUsseb40KQ4fg9D0cxxCzQ/view"",
    ""type"": ""google-document"",
    ""size"": ""1178"",
    ""size_formatted"": ""1.2 KB"",
    ""modified"": ""2024-06-18T09:59:52.569Z""
  }
]"
247,DM009,Gout x,1ptIbg34cxUMLXCbc_uhpNXjIJ2_VAWs3,https://drive.google.com/drive/folders/1ptIbg34cxUMLXCbc_uhpNXjIJ2_VAWs3,SP0247,Terminalia Bellerica Extract - Chiết xuất bàng hôi - TQ,1EW8QVvfe5YLzK48xLdkJ1xMNgJD53HY3,https://drive.google.com/drive/folders/1EW8QVvfe5YLzK48xLdkJ1xMNgJD53HY3,2,"Terminalia Bellerica Extract 4 1.pdf, Mô tả","[
  {
    ""id"": ""14AW04XPNix20tRHjnRnt3qbLBCepbVaU"",
    ""name"": ""Terminalia Bellerica Extract 4 1.pdf"",
    ""url"": ""https://drive.google.com/file/d/14AW04XPNix20tRHjnRnt3qbLBCepbVaU/view"",
    ""type"": ""application/pdf"",
    ""size"": ""151040"",
    ""size_formatted"": ""147.5 KB"",
    ""modified"": ""2024-06-18T09:55:00.000Z""
  },
  {
    ""id"": ""1jf0qXf1MtUHy_fFmSIAzW2J-WmpbzC6kqKI7811qI8M"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1jf0qXf1MtUHy_fFmSIAzW2J-WmpbzC6kqKI7811qI8M/view"",
    ""type"": ""google-document"",
    ""size"": ""2590"",
    ""size_formatted"": ""2.5 KB"",
    ""modified"": ""2024-06-18T09:54:58.095Z""
  }
]"
248,DM009,Gout x,1ptIbg34cxUMLXCbc_uhpNXjIJ2_VAWs3,https://drive.google.com/drive/folders/1ptIbg34cxUMLXCbc_uhpNXjIJ2_VAWs3,SP0248,Terminalia Chebula Extract - Chiết xuất Chiêu Liêu - Flovone 5% - TQ,1D9ParRL4-WFWL4ENX7QIWfRGRFRJSfDP,https://drive.google.com/drive/folders/1D9ParRL4-WFWL4ENX7QIWfRGRFRJSfDP,2,"Mô tả, BNP-Terminalia Chebula Extract 5%.pdf","[
  {
    ""id"": ""1CD8KfGIYn0gKxm_SsjMx6usUHyTIMGeX1rLZ1DcB0lI"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1CD8KfGIYn0gKxm_SsjMx6usUHyTIMGeX1rLZ1DcB0lI/view"",
    ""type"": ""google-document"",
    ""size"": ""1201"",
    ""size_formatted"": ""1.2 KB"",
    ""modified"": ""2024-06-18T09:54:04.498Z""
  },
  {
    ""id"": ""1HxUdd41WJSg1hyZkGdlA39xfNRRbEObG"",
    ""name"": ""BNP-Terminalia Chebula Extract 5%.pdf"",
    ""url"": ""https://drive.google.com/file/d/1HxUdd41WJSg1hyZkGdlA39xfNRRbEObG/view"",
    ""type"": ""application/pdf"",
    ""size"": ""591635"",
    ""size_formatted"": ""577.8 KB"",
    ""modified"": ""2024-06-18T09:53:51.000Z""
  }
]"
249,DM009,Gout x,1ptIbg34cxUMLXCbc_uhpNXjIJ2_VAWs3,https://drive.google.com/drive/folders/1ptIbg34cxUMLXCbc_uhpNXjIJ2_VAWs3,SP0249,Organic celery seed extract powder 4:1 - Chiết xuất hạt cần tây - Mỹ,1-IWkkG90F9V_EZQJs8kBo-76ij-eGKBP,https://drive.google.com/drive/folders/1-IWkkG90F9V_EZQJs8kBo-76ij-eGKBP,3,"COA_ORGANIC_CELERY_SEED_EXTRACT_POWDER_41_QC41-20220512_05-12-2022_05-11-2024 (1).pdf, KosherCertificate_8153773.pdf, Mô tả","[
  {
    ""id"": ""1u0FK39uqJIv4hDDPaA0jBxMiHQS2uakD"",
    ""name"": ""COA_ORGANIC_CELERY_SEED_EXTRACT_POWDER_41_QC41-20220512_05-12-2022_05-11-2024 (1).pdf"",
    ""url"": ""https://drive.google.com/file/d/1u0FK39uqJIv4hDDPaA0jBxMiHQS2uakD/view"",
    ""type"": ""application/pdf"",
    ""size"": ""709536"",
    ""size_formatted"": ""692.9 KB"",
    ""modified"": ""2024-06-18T09:53:12.000Z""
  },
  {
    ""id"": ""1PC2lSH5rVKCd9E-9y3OiqvhiB8dVIqr2"",
    ""name"": ""KosherCertificate_8153773.pdf"",
    ""url"": ""https://drive.google.com/file/d/1PC2lSH5rVKCd9E-9y3OiqvhiB8dVIqr2/view"",
    ""type"": ""application/pdf"",
    ""size"": ""439079"",
    ""size_formatted"": ""428.8 KB"",
    ""modified"": ""2024-06-18T09:53:10.000Z""
  },
  {
    ""id"": ""1Rg1Tgm4iama_XUlYHUycL-nBfq9c6fkmASk4onio8LI"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1Rg1Tgm4iama_XUlYHUycL-nBfq9c6fkmASk4onio8LI/view"",
    ""type"": ""google-document"",
    ""size"": ""1183"",
    ""size_formatted"": ""1.2 KB"",
    ""modified"": ""2024-06-18T09:52:47.512Z""
  }
]"
250,DM009,Gout x,1ptIbg34cxUMLXCbc_uhpNXjIJ2_VAWs3,https://drive.google.com/drive/folders/1ptIbg34cxUMLXCbc_uhpNXjIJ2_VAWs3,SP0250,"Chiết xuất chiêu liêu (TerminaliaChebula), xx: Trung Quốc",1WehCX_ZTnSbiKE75cCXtm2XTjrvVB9W5,https://drive.google.com/drive/folders/1WehCX_ZTnSbiKE75cCXtm2XTjrvVB9W5,3,"Mô tả, Nghiên cứu, COA_ORGANIC_CELERY_SEED_POWDER","[
  {
    ""id"": ""1AdMAQRxDp8M3x8iKK9wKpvLEpnKdeFPBohJnPN4kRBM"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1AdMAQRxDp8M3x8iKK9wKpvLEpnKdeFPBohJnPN4kRBM/view"",
    ""type"": ""google-document"",
    ""size"": ""1068"",
    ""size_formatted"": ""1.0 KB"",
    ""modified"": ""2024-06-18T09:52:05.007Z""
  },
  {
    ""id"": ""1U1LDJrkRGRSjJri15lKyus-fwE1Iq---"",
    ""name"": ""Nghiên cứu"",
    ""url"": ""https://drive.google.com/file/d/1U1LDJrkRGRSjJri15lKyus-fwE1Iq---/view"",
    ""type"": ""application/pdf"",
    ""size"": ""1050915"",
    ""size_formatted"": ""1.0 MB"",
    ""modified"": ""2024-06-18T09:51:51.000Z""
  },
  {
    ""id"": ""11D9NhN7sBlzod7xPjG-bIALBHvHlCZHF"",
    ""name"": ""COA_ORGANIC_CELERY_SEED_POWDER"",
    ""url"": ""https://drive.google.com/file/d/11D9NhN7sBlzod7xPjG-bIALBHvHlCZHF/view"",
    ""type"": ""application/pdf"",
    ""size"": ""709680"",
    ""size_formatted"": ""693.0 KB"",
    ""modified"": ""2024-06-18T09:50:44.000Z""
  }
]"
251,DM009,Gout x,1ptIbg34cxUMLXCbc_uhpNXjIJ2_VAWs3,https://drive.google.com/drive/folders/1ptIbg34cxUMLXCbc_uhpNXjIJ2_VAWs3,SP0251,Organic Celery Seed Powder - Bột hạt cần tây - Mỹ,1_wdyGQv59V0QT2_zWBRgAGcVMzSZUm7K,https://drive.google.com/drive/folders/1_wdyGQv59V0QT2_zWBRgAGcVMzSZUm7K,2,"Mô tả, COA_ORGANIC_CELERY_SEED_POWDER","[
  {
    ""id"": ""11snQpER7oVMkXeBe4Xc1SWqRACJ2V-j4jA6UA8EhHuo"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/11snQpER7oVMkXeBe4Xc1SWqRACJ2V-j4jA6UA8EhHuo/view"",
    ""type"": ""google-document"",
    ""size"": ""1981"",
    ""size_formatted"": ""1.9 KB"",
    ""modified"": ""2024-06-18T09:50:54.595Z""
  },
  {
    ""id"": ""1t-W951BTGk0yEidwiTcVpIEZjTch_A5m"",
    ""name"": ""COA_ORGANIC_CELERY_SEED_POWDER"",
    ""url"": ""https://drive.google.com/file/d/1t-W951BTGk0yEidwiTcVpIEZjTch_A5m/view"",
    ""type"": ""application/pdf"",
    ""size"": ""709680"",
    ""size_formatted"": ""693.0 KB"",
    ""modified"": ""2024-06-18T09:50:44.000Z""
  }
]"
252,DM009,Gout x,1ptIbg34cxUMLXCbc_uhpNXjIJ2_VAWs3,https://drive.google.com/drive/folders/1ptIbg34cxUMLXCbc_uhpNXjIJ2_VAWs3,SP0252,KIKU FLOWER EXTRACT 20% LUTEOLIN - TQ,1NvGAKtgAbK_o9t9CdMD7Z6p6NeQk7bGe,https://drive.google.com/drive/folders/1NvGAKtgAbK_o9t9CdMD7Z6p6NeQk7bGe,2,"20 LUTEOLIN-COA.pdf, Mô tả","[
  {
    ""id"": ""1jjqxhOjmUACIZFg8KRU1dCWEgmGtl4Wn"",
    ""name"": ""20 LUTEOLIN-COA.pdf"",
    ""url"": ""https://drive.google.com/file/d/1jjqxhOjmUACIZFg8KRU1dCWEgmGtl4Wn/view"",
    ""type"": ""application/pdf"",
    ""size"": ""143210"",
    ""size_formatted"": ""139.9 KB"",
    ""modified"": ""2024-06-18T09:50:02.000Z""
  },
  {
    ""id"": ""1LQ_hF94CO2Z4gboAbjE0bvqD07XmSfv7jXAtKueQEAU"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1LQ_hF94CO2Z4gboAbjE0bvqD07XmSfv7jXAtKueQEAU/view"",
    ""type"": ""google-document"",
    ""size"": ""1097"",
    ""size_formatted"": ""1.1 KB"",
    ""modified"": ""2024-06-18T09:49:58.113Z""
  }
]"
