STT,Mã danh mục,Danh mục,ID Danh mục,URL Danh mục,Mã sản phẩm,Sản phẩm,ID Sản phẩm,URL Sản phẩm,Số lượng file,Danh sách file (Tên),Files metadata (JSON)
253,DM009,Gout x,1ptIbg34cxUMLXCbc_uhpNXjIJ2_VAWs3,https://drive.google.com/drive/folders/1ptIbg34cxUMLXCbc_uhpNXjIJ2_VAWs3,SP0253,KIKU FLOWER EXTRACT- Luteolin 10% - Nhật Bản,102Pa1xx97tF0BFZxpjH5i3DM3uzAmDHc,https://drive.google.com/drive/folders/102Pa1xx97tF0BFZxpjH5i3DM3uzAmDHc,5,"Mô tả, SPEC_KIKU_FLOWER_EXT-WSP.pdf, Kiku_Flower_Extract_Patent_P.pdf, SPEC_KIKU_FLOWER_EXTRACT.pdf, KIKU FLOWER EXTRACT-WSP_Q-210.pdf","[
  {
    ""id"": ""1cTMyIKRkSVvyQ-bWxyBfEVS_GBUjUqd7K-fHRxJ_yaI"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1cTMyIKRkSVvyQ-bWxyBfEVS_GBUjUqd7K-fHRxJ_yaI/view"",
    ""type"": ""google-document"",
    ""size"": ""4420"",
    ""size_formatted"": ""4.3 KB"",
    ""modified"": ""2024-06-18T09:49:05.765Z""
  },
  {
    ""id"": ""1t-W5ucI0-A_jws5XuZl4Of4b7rMI0321"",
    ""name"": ""SPEC_KIKU_FLOWER_EXT-WSP.pdf"",
    ""url"": ""https://drive.google.com/file/d/1t-W5ucI0-A_jws5XuZl4Of4b7rMI0321/view"",
    ""type"": ""application/pdf"",
    ""size"": ""51118"",
    ""size_formatted"": ""49.9 KB"",
    ""modified"": ""2024-06-18T09:48:31.000Z""
  },
  {
    ""id"": ""13QTlV3DF1wzAUeFYqBfpu2f-sz1KZpGz"",
    ""name"": ""Kiku_Flower_Extract_Patent_P.pdf"",
    ""url"": ""https://drive.google.com/file/d/13QTlV3DF1wzAUeFYqBfpu2f-sz1KZpGz/view"",
    ""type"": ""application/pdf"",
    ""size"": ""131010"",
    ""size_formatted"": ""127.9 KB"",
    ""modified"": ""2024-06-18T09:48:30.000Z""
  },
  {
    ""id"": ""1tvGFxrpexbBBpe5KYu2Mzt7gMquNi9VF"",
    ""name"": ""SPEC_KIKU_FLOWER_EXTRACT.pdf"",
    ""url"": ""https://drive.google.com/file/d/1tvGFxrpexbBBpe5KYu2Mzt7gMquNi9VF/view"",
    ""type"": ""application/pdf"",
    ""size"": ""51039"",
    ""size_formatted"": ""49.8 KB"",
    ""modified"": ""2024-06-18T09:48:28.000Z""
  },
  {
    ""id"": ""1_m1T2d6amOmR6Ep4SlvnYcuXqKFU6SvO"",
    ""name"": ""KIKU FLOWER EXTRACT-WSP_Q-210.pdf"",
    ""url"": ""https://drive.google.com/file/d/1_m1T2d6amOmR6Ep4SlvnYcuXqKFU6SvO/view"",
    ""type"": ""application/pdf"",
    ""size"": ""106322"",
    ""size_formatted"": ""103.8 KB"",
    ""modified"": ""2024-06-18T09:48:27.000Z""
  }
]"
254,DM009,Gout x,1ptIbg34cxUMLXCbc_uhpNXjIJ2_VAWs3,https://drive.google.com/drive/folders/1ptIbg34cxUMLXCbc_uhpNXjIJ2_VAWs3,SP0254,CherryPURE®Tart Cherry Powder - Anh đào chua - USA,1vFBFp2i5PIcA1sGD3dxbKoNe8Ozde9IA,https://drive.google.com/drive/folders/1vFBFp2i5PIcA1sGD3dxbKoNe8Ozde9IA,5,"CherryPURE COA 20SFL217 EQ.pdf, 18. Safety Data Sheet_CherryPURE TC Powder.pdf, Nghiên cứu mới 2022 Gonzalez ISSN Poster - Texas A&M.pdf, CherryPURE COA 20SFL020 EQ.pdf 2% proanthocyanidin, Mô tả","[
  {
    ""id"": ""1rrL8m_rZ3_h3mnOEOLs-26O4oM5BTr2Z"",
    ""name"": ""CherryPURE COA 20SFL217 EQ.pdf"",
    ""url"": ""https://drive.google.com/file/d/1rrL8m_rZ3_h3mnOEOLs-26O4oM5BTr2Z/view"",
    ""type"": ""application/pdf"",
    ""size"": ""178514"",
    ""size_formatted"": ""174.3 KB"",
    ""modified"": ""2024-06-18T09:47:27.000Z""
  },
  {
    ""id"": ""1uzdJiP0bLzET9eD0S8PTjcp54mf9_ooe"",
    ""name"": ""18. Safety Data Sheet_CherryPURE TC Powder.pdf"",
    ""url"": ""https://drive.google.com/file/d/1uzdJiP0bLzET9eD0S8PTjcp54mf9_ooe/view"",
    ""type"": ""application/pdf"",
    ""size"": ""97674"",
    ""size_formatted"": ""95.4 KB"",
    ""modified"": ""2024-06-18T09:47:26.000Z""
  },
  {
    ""id"": ""1D_Y0-k5-pwg0oCdaKJ9pooLBZpzkNWcG"",
    ""name"": ""Nghiên cứu mới 2022 Gonzalez ISSN Poster - Texas A&M.pdf"",
    ""url"": ""https://drive.google.com/file/d/1D_Y0-k5-pwg0oCdaKJ9pooLBZpzkNWcG/view"",
    ""type"": ""application/pdf"",
    ""size"": ""392266"",
    ""size_formatted"": ""383.1 KB"",
    ""modified"": ""2024-06-18T09:47:24.000Z""
  },
  {
    ""id"": ""1tXMS0QpF6VvxSN9vl4WliW2QN_7lGQuh"",
    ""name"": ""CherryPURE COA 20SFL020 EQ.pdf 2% proanthocyanidin"",
    ""url"": ""https://drive.google.com/file/d/1tXMS0QpF6VvxSN9vl4WliW2QN_7lGQuh/view"",
    ""type"": ""application/pdf"",
    ""size"": ""238183"",
    ""size_formatted"": ""232.6 KB"",
    ""modified"": ""2024-06-18T09:47:23.000Z""
  },
  {
    ""id"": ""1B5AyP4EIbKRNY8JcG1c2wKBBPJH0zRAEcwduiuwuxr8"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1B5AyP4EIbKRNY8JcG1c2wKBBPJH0zRAEcwduiuwuxr8/view"",
    ""type"": ""google-document"",
    ""size"": ""2563"",
    ""size_formatted"": ""2.5 KB"",
    ""modified"": ""2024-06-18T09:47:14.707Z""
  }
]"
255,DM009,Gout x,1ptIbg34cxUMLXCbc_uhpNXjIJ2_VAWs3,https://drive.google.com/drive/folders/1ptIbg34cxUMLXCbc_uhpNXjIJ2_VAWs3,SP0255,CherryPURE® Soluble Tart Cherry Juice Powder - Bột nước ép anh đào chua - tan - Mỹ,1Un8nCBqiQdA46wrAGZI27TTPi65Ip8Gn,https://drive.google.com/drive/folders/1Un8nCBqiQdA46wrAGZI27TTPi65Ip8Gn,2,"SL3320_COA Lot# KY10357721_CherryPURE Soluble Powder.pdf, Mô tả","[
  {
    ""id"": ""1V0lEiLvRSxG7Oqb7egoqF_r1rxYx0XTW"",
    ""name"": ""SL3320_COA Lot# KY10357721_CherryPURE Soluble Powder.pdf"",
    ""url"": ""https://drive.google.com/file/d/1V0lEiLvRSxG7Oqb7egoqF_r1rxYx0XTW/view"",
    ""type"": ""application/pdf"",
    ""size"": ""280925"",
    ""size_formatted"": ""274.3 KB"",
    ""modified"": ""2024-06-18T09:46:04.000Z""
  },
  {
    ""id"": ""1vNVktneZAKXYPvV2V-buQ__LcsUs253P5AdGrOEzc_A"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1vNVktneZAKXYPvV2V-buQ__LcsUs253P5AdGrOEzc_A/view"",
    ""type"": ""google-document"",
    ""size"": ""2065"",
    ""size_formatted"": ""2.0 KB"",
    ""modified"": ""2024-06-18T09:46:01.848Z""
  }
]"
256,DM009,Gout x,1ptIbg34cxUMLXCbc_uhpNXjIJ2_VAWs3,https://drive.google.com/drive/folders/1ptIbg34cxUMLXCbc_uhpNXjIJ2_VAWs3,SP0256,Marine Active10 - 10% Anserine - Nhật Bản,1pu5t9di58Cz8b-pZVMBMKzCoZdrFAMey,https://drive.google.com/drive/folders/1pu5t9di58Cz8b-pZVMBMKzCoZdrFAMey,14,"Mô tả, TNLS MarineAcive giảm acid uric.pdf, Article_Marine Active.pdf, 【Uric acid】Consideration of safety and effects by continuous administration of anserine regarding blood urine acid level on healthy persons (reference only).pdf, 【Intestinal Absorption】Intestinal absorption and blood clearance of L-histidine related compaunds after ingestion of anserine in humans.pdf, 【General】Physiological functions of fish derived anserine.pdf, 【Blood sugar】Effect of anserine ingestion on the hyperglycemia and autonomic nerves in rats and humans.pdf, 【Blood pressure】Effects of anserine on the renal sympathetic nerve and blood pressure in urethane-anesthetized rats.pdf, 【Anti-fatigue】Verification of anti-fatigue effect of anserine by angle fatigue indicator based on median frequency changes of electromyograms.pdf, 【Uric acid】Tuna extract reduces serum uric acid in gout-free subjects with insignificantly high serum uric acid.pdf, Recipe_Anserine drink 2.pdf, Energy Drink recipe (Marine Active 10).pdf, YSK - Cert FSSC22000.pdf, COA Marine Active 10 Lot 23032201.pdf","[
  {
    ""id"": ""1zUjy5zJq11FNocDfANHV6LIzRQp4NuBsoWv9EQgONuw"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1zUjy5zJq11FNocDfANHV6LIzRQp4NuBsoWv9EQgONuw/view"",
    ""type"": ""google-document"",
    ""size"": ""3837"",
    ""size_formatted"": ""3.7 KB"",
    ""modified"": ""2024-06-18T09:44:50.323Z""
  },
  {
    ""id"": ""13iSk42YluqsNisl4hexGV5lr0KduQp3r"",
    ""name"": ""TNLS MarineAcive giảm acid uric.pdf"",
    ""url"": ""https://drive.google.com/file/d/13iSk42YluqsNisl4hexGV5lr0KduQp3r/view"",
    ""type"": ""application/pdf"",
    ""size"": ""297063"",
    ""size_formatted"": ""290.1 KB"",
    ""modified"": ""2024-06-18T09:44:10.000Z""
  },
  {
    ""id"": ""1vzZdSa3o9iU-l76_sjYusqTAuBDB4KJ2"",
    ""name"": ""Article_Marine Active.pdf"",
    ""url"": ""https://drive.google.com/file/d/1vzZdSa3o9iU-l76_sjYusqTAuBDB4KJ2/view"",
    ""type"": ""application/pdf"",
    ""size"": ""1108662"",
    ""size_formatted"": ""1.1 MB"",
    ""modified"": ""2024-06-18T09:44:09.000Z""
  },
  {
    ""id"": ""16htrkbBcB2x7Hwlh07Pep8jMKyM3ty-8"",
    ""name"": ""【Uric acid】Consideration of safety and effects by continuous administration of anserine regarding blood urine acid level on healthy persons (reference only).pdf"",
    ""url"": ""https://drive.google.com/file/d/16htrkbBcB2x7Hwlh07Pep8jMKyM3ty-8/view"",
    ""type"": ""application/pdf"",
    ""size"": ""510495"",
    ""size_formatted"": ""498.5 KB"",
    ""modified"": ""2024-06-18T09:44:08.000Z""
  },
  {
    ""id"": ""127EzUVc8FGDuM071_-QhkUIveC8uG_Iy"",
    ""name"": ""【Intestinal Absorption】Intestinal absorption and blood clearance of L-histidine related compaunds after ingestion of anserine in humans.pdf"",
    ""url"": ""https://drive.google.com/file/d/127EzUVc8FGDuM071_-QhkUIveC8uG_Iy/view"",
    ""type"": ""application/pdf"",
    ""size"": ""324557"",
    ""size_formatted"": ""317.0 KB"",
    ""modified"": ""2024-06-18T09:44:04.000Z""
  },
  {
    ""id"": ""1WlweBfqGtQpoXWsYXZ7fDdUySurCI4VM"",
    ""name"": ""【General】Physiological functions of fish derived anserine.pdf"",
    ""url"": ""https://drive.google.com/file/d/1WlweBfqGtQpoXWsYXZ7fDdUySurCI4VM/view"",
    ""type"": ""application/pdf"",
    ""size"": ""315708"",
    ""size_formatted"": ""308.3 KB"",
    ""modified"": ""2024-06-18T09:44:02.000Z""
  },
  {
    ""id"": ""1PtM7KHEXblcjOpexB5i6ruddIQ603Ljm"",
    ""name"": ""【Blood sugar】Effect of anserine ingestion on the hyperglycemia and autonomic nerves in rats and humans.pdf"",
    ""url"": ""https://drive.google.com/file/d/1PtM7KHEXblcjOpexB5i6ruddIQ603Ljm/view"",
    ""type"": ""application/pdf"",
    ""size"": ""475243"",
    ""size_formatted"": ""464.1 KB"",
    ""modified"": ""2024-06-18T09:44:01.000Z""
  },
  {
    ""id"": ""14VIinZAfLF5vsKftYM-JyrvA-FTmU--g"",
    ""name"": ""【Blood pressure】Effects of anserine on the renal sympathetic nerve and blood pressure in urethane-anesthetized rats.pdf"",
    ""url"": ""https://drive.google.com/file/d/14VIinZAfLF5vsKftYM-JyrvA-FTmU--g/view"",
    ""type"": ""application/pdf"",
    ""size"": ""1948631"",
    ""size_formatted"": ""1.9 MB"",
    ""modified"": ""2024-06-18T09:43:55.000Z""
  },
  {
    ""id"": ""1L4ghUaCIrgW-VPEk8dZ9teKpIx_LvT4R"",
    ""name"": ""【Anti-fatigue】Verification of anti-fatigue effect of anserine by angle fatigue indicator based on median frequency changes of electromyograms.pdf"",
    ""url"": ""https://drive.google.com/file/d/1L4ghUaCIrgW-VPEk8dZ9teKpIx_LvT4R/view"",
    ""type"": ""application/pdf"",
    ""size"": ""325348"",
    ""size_formatted"": ""317.7 KB"",
    ""modified"": ""2024-06-18T09:43:53.000Z""
  },
  {
    ""id"": ""1TgHnOOxeU5ZFQJ7MtpZU3C-bKQAZifrz"",
    ""name"": ""【Uric acid】Tuna extract reduces serum uric acid in gout-free subjects with insignificantly high serum uric acid.pdf"",
    ""url"": ""https://drive.google.com/file/d/1TgHnOOxeU5ZFQJ7MtpZU3C-bKQAZifrz/view"",
    ""type"": ""application/pdf"",
    ""size"": ""297063"",
    ""size_formatted"": ""290.1 KB"",
    ""modified"": ""2024-06-18T09:43:51.000Z""
  },
  {
    ""id"": ""1AQxZ0emQEQJmwYIhVLaZ-fZK-A7TSOjh"",
    ""name"": ""Recipe_Anserine drink 2.pdf"",
    ""url"": ""https://drive.google.com/file/d/1AQxZ0emQEQJmwYIhVLaZ-fZK-A7TSOjh/view"",
    ""type"": ""application/pdf"",
    ""size"": ""97880"",
    ""size_formatted"": ""95.6 KB"",
    ""modified"": ""2024-06-18T09:43:49.000Z""
  },
  {
    ""id"": ""19_n7OrJUuO5N1K0LELh2KgAa20t6L01c"",
    ""name"": ""Energy Drink recipe (Marine Active 10).pdf"",
    ""url"": ""https://drive.google.com/file/d/19_n7OrJUuO5N1K0LELh2KgAa20t6L01c/view"",
    ""type"": ""application/pdf"",
    ""size"": ""329402"",
    ""size_formatted"": ""321.7 KB"",
    ""modified"": ""2024-06-18T09:43:48.000Z""
  },
  {
    ""id"": ""1c1WBBgkFrKrSJ55y_GPkSI5jSecHkMhc"",
    ""name"": ""YSK - Cert FSSC22000.pdf"",
    ""url"": ""https://drive.google.com/file/d/1c1WBBgkFrKrSJ55y_GPkSI5jSecHkMhc/view"",
    ""type"": ""application/pdf"",
    ""size"": ""1862380"",
    ""size_formatted"": ""1.8 MB"",
    ""modified"": ""2024-06-18T09:43:43.000Z""
  },
  {
    ""id"": ""1R9UiKsLVlHg6Nj6ut_yb041UBJzoMLqD"",
    ""name"": ""COA Marine Active 10 Lot 23032201.pdf"",
    ""url"": ""https://drive.google.com/file/d/1R9UiKsLVlHg6Nj6ut_yb041UBJzoMLqD/view"",
    ""type"": ""application/pdf"",
    ""size"": ""412041"",
    ""size_formatted"": ""402.4 KB"",
    ""modified"": ""2024-06-18T09:43:35.000Z""
  }
]"
257,DM010,"Chống viêm, giảm đau khớp",1ONWx8OHkznIM5xDY66u_aPUpoWdMkAWd,https://drive.google.com/drive/folders/1ONWx8OHkznIM5xDY66u_aPUpoWdMkAWd,SP0257,Morus Alba Bark Extract - Chiết xuất vỏ dâu tằm - TQ,1D0Ac6P_BAGatJjheAa4_VGW8SRgLGi2S,https://drive.google.com/drive/folders/1D0Ac6P_BAGatJjheAa4_VGW8SRgLGi2S,2,"Mô tả, COA of Morus Alba Bark Extract.pdf","[
  {
    ""id"": ""1lZULLnqYuIlzfmQDlRsLmhgl4J9IdE_q7K2YlfbWsL0"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1lZULLnqYuIlzfmQDlRsLmhgl4J9IdE_q7K2YlfbWsL0/view"",
    ""type"": ""google-document"",
    ""size"": ""1171"",
    ""size_formatted"": ""1.1 KB"",
    ""modified"": ""2024-06-24T07:29:43.649Z""
  },
  {
    ""id"": ""1Bt8Fz66u_Cor9JP56HLTPglH2wjVhGh0"",
    ""name"": ""COA of Morus Alba Bark Extract.pdf"",
    ""url"": ""https://drive.google.com/file/d/1Bt8Fz66u_Cor9JP56HLTPglH2wjVhGh0/view"",
    ""type"": ""application/pdf"",
    ""size"": ""123526"",
    ""size_formatted"": ""120.6 KB"",
    ""modified"": ""2024-06-24T07:29:31.000Z""
  }
]"
258,DM010,"Chống viêm, giảm đau khớp",1ONWx8OHkznIM5xDY66u_aPUpoWdMkAWd,https://drive.google.com/drive/folders/1ONWx8OHkznIM5xDY66u_aPUpoWdMkAWd,SP0258,AP - Bio - Xuyên tâm liên - India - TM,1G0HuVn-jFz-bOGQlLk6kIDtRZMhzuBE1,https://drive.google.com/drive/folders/1G0HuVn-jFz-bOGQlLk6kIDtRZMhzuBE1,2,"Mô tả, COA Xuyên tâm liên - AP Bio.pdf","[
  {
    ""id"": ""1wmW9trW4K1BLInibyd_xI5O6CMeFDZvAbES9CQM1xBQ"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1wmW9trW4K1BLInibyd_xI5O6CMeFDZvAbES9CQM1xBQ/view"",
    ""type"": ""google-document"",
    ""size"": ""1235"",
    ""size_formatted"": ""1.2 KB"",
    ""modified"": ""2024-06-18T09:41:36.513Z""
  },
  {
    ""id"": ""1G3yy5vyuG0JvLtwwzT6HX_YPOJt1b8jt"",
    ""name"": ""COA Xuyên tâm liên - AP Bio.pdf"",
    ""url"": ""https://drive.google.com/file/d/1G3yy5vyuG0JvLtwwzT6HX_YPOJt1b8jt/view"",
    ""type"": ""application/pdf"",
    ""size"": ""197293"",
    ""size_formatted"": ""192.7 KB"",
    ""modified"": ""2024-06-18T09:41:26.000Z""
  }
]"
259,DM010,"Chống viêm, giảm đau khớp",1ONWx8OHkznIM5xDY66u_aPUpoWdMkAWd,https://drive.google.com/drive/folders/1ONWx8OHkznIM5xDY66u_aPUpoWdMkAWd,SP0259,Chiết xuất nhũ hương 65% - India (TM),1fLuZ8dw1q3AWKbk_331OWoAbIpHdWInn,https://drive.google.com/drive/folders/1fLuZ8dw1q3AWKbk_331OWoAbIpHdWInn,2,"1-BOSWELLIA SERRATA EXTRACT- CHIẾT XUẤT CAO NHŨ HƯƠNG 65%-HCFBSDE20007-05.pdf, Mô tả","[
  {
    ""id"": ""1VJ6HPph2KcEeC9g5SaGNN0440lLHalVx"",
    ""name"": ""1-BOSWELLIA SERRATA EXTRACT- CHIẾT XUẤT CAO NHŨ HƯƠNG 65%-HCFBSDE20007-05.pdf"",
    ""url"": ""https://drive.google.com/file/d/1VJ6HPph2KcEeC9g5SaGNN0440lLHalVx/view"",
    ""type"": ""application/pdf"",
    ""size"": ""796725"",
    ""size_formatted"": ""778.1 KB"",
    ""modified"": ""2024-06-18T09:40:51.000Z""
  },
  {
    ""id"": ""1fWqZ2FWepkIVnJYUcp2L_8FoIiuP4Fahfeat96yAZxM"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1fWqZ2FWepkIVnJYUcp2L_8FoIiuP4Fahfeat96yAZxM/view"",
    ""type"": ""google-document"",
    ""size"": ""1183"",
    ""size_formatted"": ""1.2 KB"",
    ""modified"": ""2024-06-18T09:40:48.352Z""
  }
]"
260,DM010,"Chống viêm, giảm đau khớp",1ONWx8OHkznIM5xDY66u_aPUpoWdMkAWd,https://drive.google.com/drive/folders/1ONWx8OHkznIM5xDY66u_aPUpoWdMkAWd,SP0260,Cao khô móng quỷ 5% - TQ (TM),1vmb6C7U5WdLYo4Jb99fFhY0lnQMBhN3B,https://drive.google.com/drive/folders/1vmb6C7U5WdLYo4Jb99fFhY0lnQMBhN3B,2,"Mô tả, COA Móng quỷ 5%.pdf","[
  {
    ""id"": ""1_iAlKtNhEHT55vpTyS-KUOXAUlAijVFv15wgd3mA-o4"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1_iAlKtNhEHT55vpTyS-KUOXAUlAijVFv15wgd3mA-o4/view"",
    ""type"": ""google-document"",
    ""size"": ""1132"",
    ""size_formatted"": ""1.1 KB"",
    ""modified"": ""2024-06-18T09:39:51.064Z""
  },
  {
    ""id"": ""1KoBAVxuNHKkpkb5a3Ae1BQPb3BNL6q38"",
    ""name"": ""COA Móng quỷ 5%.pdf"",
    ""url"": ""https://drive.google.com/file/d/1KoBAVxuNHKkpkb5a3Ae1BQPb3BNL6q38/view"",
    ""type"": ""application/pdf"",
    ""size"": ""241734"",
    ""size_formatted"": ""236.1 KB"",
    ""modified"": ""2024-06-18T09:39:42.000Z""
  }
]"
261,DM010,"Chống viêm, giảm đau khớp",1ONWx8OHkznIM5xDY66u_aPUpoWdMkAWd,https://drive.google.com/drive/folders/1ONWx8OHkznIM5xDY66u_aPUpoWdMkAWd,SP0261,White Willow Bark Extract 15% Salicin - Liễu trắng - TQ (TM),1Z3FBbkVDAv3RJsOXSCjcHJFdiwLFk0nK,https://drive.google.com/drive/folders/1Z3FBbkVDAv3RJsOXSCjcHJFdiwLFk0nK,2,"3. White Willow Bark Extract_15% Salicin(HPLC)_CBLP-C-A200526_COA.pdf, Mô tả","[
  {
    ""id"": ""1WE4X9REqj-Czkt-G_s2VCiMZBFUinag2"",
    ""name"": ""3. White Willow Bark Extract_15% Salicin(HPLC)_CBLP-C-A200526_COA.pdf"",
    ""url"": ""https://drive.google.com/file/d/1WE4X9REqj-Czkt-G_s2VCiMZBFUinag2/view"",
    ""type"": ""application/pdf"",
    ""size"": ""194617"",
    ""size_formatted"": ""190.1 KB"",
    ""modified"": ""2024-06-18T09:38:59.000Z""
  },
  {
    ""id"": ""1kSRpGSBPHqb9b16NMvOb6h5WTZceIqUHPzFMSIyWM8U"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1kSRpGSBPHqb9b16NMvOb6h5WTZceIqUHPzFMSIyWM8U/view"",
    ""type"": ""google-document"",
    ""size"": ""1380"",
    ""size_formatted"": ""1.3 KB"",
    ""modified"": ""2024-06-18T09:38:55.005Z""
  }
]"
262,DM010,"Chống viêm, giảm đau khớp",1ONWx8OHkznIM5xDY66u_aPUpoWdMkAWd,https://drive.google.com/drive/folders/1ONWx8OHkznIM5xDY66u_aPUpoWdMkAWd,SP0262,Ginger Extract - Chiết xuất gừng 10:1 - TQ (TM),1TIdTDSk171AFkftMM5M1hxZ3SV3v7Vy1,https://drive.google.com/drive/folders/1TIdTDSk171AFkftMM5M1hxZ3SV3v7Vy1,2,"Mô tả, COA Gừng.pdf","[
  {
    ""id"": ""13HwjaawLea14kg2OcwI9mxegKmqqqLeYNpW0EyaNJHY"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/13HwjaawLea14kg2OcwI9mxegKmqqqLeYNpW0EyaNJHY/view"",
    ""type"": ""google-document"",
    ""size"": ""1154"",
    ""size_formatted"": ""1.1 KB"",
    ""modified"": ""2024-06-18T09:35:03.406Z""
  },
  {
    ""id"": ""1-DaVjwWmMDXNKUb-Z3aJODLC-WNKsnNu"",
    ""name"": ""COA Gừng.pdf"",
    ""url"": ""https://drive.google.com/file/d/1-DaVjwWmMDXNKUb-Z3aJODLC-WNKsnNu/view"",
    ""type"": ""application/pdf"",
    ""size"": ""247155"",
    ""size_formatted"": ""241.4 KB"",
    ""modified"": ""2024-06-18T09:34:41.000Z""
  }
]"
263,DM010,"Chống viêm, giảm đau khớp",1ONWx8OHkznIM5xDY66u_aPUpoWdMkAWd,https://drive.google.com/drive/folders/1ONWx8OHkznIM5xDY66u_aPUpoWdMkAWd,SP0263,Ginger Extract Powder - Chiết xuất gừng 5% - China (TM),1XAze8ewmE_zh0i33nXfGXeh47q6792jZ,https://drive.google.com/drive/folders/1XAze8ewmE_zh0i33nXfGXeh47q6792jZ,2,"Ginger Extract 5%HPLC.pdf, Mô tả","[
  {
    ""id"": ""1awNdNhOg5vSCWBRvArJO10IrBgWx6aDu"",
    ""name"": ""Ginger Extract 5%HPLC.pdf"",
    ""url"": ""https://drive.google.com/file/d/1awNdNhOg5vSCWBRvArJO10IrBgWx6aDu/view"",
    ""type"": ""application/pdf"",
    ""size"": ""138815"",
    ""size_formatted"": ""135.6 KB"",
    ""modified"": ""2024-06-18T09:33:36.000Z""
  },
  {
    ""id"": ""1J8mBsOmYfHbB97sfR8jlAUEK0vI3X4RTI8hmunnyL8I"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1J8mBsOmYfHbB97sfR8jlAUEK0vI3X4RTI8hmunnyL8I/view"",
    ""type"": ""google-document"",
    ""size"": ""1159"",
    ""size_formatted"": ""1.1 KB"",
    ""modified"": ""2024-06-18T09:33:24.240Z""
  }
]"
264,DM010,"Chống viêm, giảm đau khớp",1ONWx8OHkznIM5xDY66u_aPUpoWdMkAWd,https://drive.google.com/drive/folders/1ONWx8OHkznIM5xDY66u_aPUpoWdMkAWd,SP0264,Natural Camphor - Trung Quốc - TM,1V0C1LHx6Zec-VisPBSvUrW39i1AkIvaw,https://drive.google.com/drive/folders/1V0C1LHx6Zec-VisPBSvUrW39i1AkIvaw,3,"Mô tả, COA Camphor.jpg, GMP-Jiafu New.pdf","[
  {
    ""id"": ""11kIiuc6eAdZllYxKLUf7Xf5e6hxznCqzgvb_xij4XZE"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/11kIiuc6eAdZllYxKLUf7Xf5e6hxznCqzgvb_xij4XZE/view"",
    ""type"": ""google-document"",
    ""size"": ""1070"",
    ""size_formatted"": ""1.0 KB"",
    ""modified"": ""2024-06-18T09:30:43.724Z""
  },
  {
    ""id"": ""1gztP_C5Qi_LJ4EWOyBBHx4g7YfJ4OPMO"",
    ""name"": ""COA Camphor.jpg"",
    ""url"": ""https://drive.google.com/file/d/1gztP_C5Qi_LJ4EWOyBBHx4g7YfJ4OPMO/view"",
    ""type"": ""image/jpeg"",
    ""size"": ""743358"",
    ""size_formatted"": ""725.9 KB"",
    ""modified"": ""2024-06-18T09:30:40.000Z""
  },
  {
    ""id"": ""15rG4xjy7R8PSbK7-oA2-zBF1rsxtQ6rS"",
    ""name"": ""GMP-Jiafu New.pdf"",
    ""url"": ""https://drive.google.com/file/d/15rG4xjy7R8PSbK7-oA2-zBF1rsxtQ6rS/view"",
    ""type"": ""application/pdf"",
    ""size"": ""329642"",
    ""size_formatted"": ""321.9 KB"",
    ""modified"": ""2024-06-18T09:30:38.000Z""
  }
]"
265,DM010,"Chống viêm, giảm đau khớp",1ONWx8OHkznIM5xDY66u_aPUpoWdMkAWd,https://drive.google.com/drive/folders/1ONWx8OHkznIM5xDY66u_aPUpoWdMkAWd,SP0265,AKBAMAX (TM),1O4Hzxs-gbZ39_v-n8j2pKCwhm1CP7diI,https://drive.google.com/drive/folders/1O4Hzxs-gbZ39_v-n8j2pKCwhm1CP7diI,2,"Mô tả, AKBAMAX- VN.pdf Chemi","[
  {
    ""id"": ""108wuc7kVw2IFONBbCl6hpYn2-beYav1XVVF4btS3y2c"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/108wuc7kVw2IFONBbCl6hpYn2-beYav1XVVF4btS3y2c/view"",
    ""type"": ""google-document"",
    ""size"": ""1183"",
    ""size_formatted"": ""1.2 KB"",
    ""modified"": ""2024-06-18T09:29:46.070Z""
  },
  {
    ""id"": ""1W31GVUZRYCb6U_CElMQHbGkV70taJniJ"",
    ""name"": ""AKBAMAX- VN.pdf Chemi"",
    ""url"": ""https://drive.google.com/file/d/1W31GVUZRYCb6U_CElMQHbGkV70taJniJ/view"",
    ""type"": ""application/pdf"",
    ""size"": ""1450850"",
    ""size_formatted"": ""1.4 MB"",
    ""modified"": ""2024-06-18T09:29:09.000Z""
  }
]"
